Make,Model,Variant,Ex-Showroom_Price (in Rupees),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(in Litres),Fuel_Type,Height(in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase(in mm),Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(in),CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight(in Kg),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,ASR_/_Traction_Control,Cruise_Control,USB_Ports
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3 km/litre,23.08 km/litre,23.59 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2460,185/60R15,No,Yes,DVD Player with USB & Aux-in,Yes,No,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251,Yes,Yes,Yes,Digital,Front,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1475,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1
Hyundai,Elite I20,Sportz Plus,721693,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Front Row,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,1
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Front Row,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,1
Hyundai,Elite I20,Asta (O) 1.2,808993,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3995,1734,Hatchback,5,13.3 km/litre,18.5 km/litre,18.15 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,Smart Key,84PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"With Remote, Internal",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1170,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,No,Yes,Yes,6,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,1
Hyundai,Elite I20,Asta (O) Crdi,934003,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4 km/litre,22.5 km/litre,22.54 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,Smart Key,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1170,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,No,Yes,Yes,6,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,1
Hyundai,Elite I20,Asta (O) Cvt,920993,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3 km/litre,18.6 km/litre,18.6 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,Smart Key,83PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Automatic,2570,195/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,No,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,1
Hyundai,Elite I20,Sportz Plus Dual Tone,751693,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Front Row,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,1
Hyundai,Elite I20,Sportz Plus Cvt,831693,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1505,3985,1734,Hatchback,5,13.3 km/litre,18.5 km/litre,18.6 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,Remote,84PS@6000rpm,115Nm@4000rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Front Row,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,1
Hyundai,Elite I20,Sportz Plus Crdi,846103,1396,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1505,3985,1734,Hatchback,5,18.4 km/litre,22.54 km/litre,22.54 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,Remote,90PS@4000rpm,220Nm@1500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2570,185/70R14,No,Yes,CD Player with USB & Aux-in,Yes,No,2 years / Unlimited Kms,Yes,"Internal, With Remote",285,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Front Row,1170,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,1
Volkswagen,Polo,Comfortline 1.0 (P),676500,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,14 km/litre,16 km/litre,18.78 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,2469,185/60R15,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",280,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",No,No,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,1
Volkswagen,Polo,Highline Plus 1.0 (P),776500,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,14 km/litre,16 km/litre,18.78 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,Remote,76PS@6200RPM,95Nm@3000-4300rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2469,185/60R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",280,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,1
Volkswagen,Polo,Comfortline 1.5 (D),851500,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19 km/litre,20 km/litre,20.14 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@4200rpm,230Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Polyurethene,Manual,2469,185/60R15,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,No,"With Remote, Internal",280,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,All Rows,1620,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,1
Volkswagen,Polo,Highline Plus 1.5 (D),931500,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19 km/litre,20 km/litre,20.14 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,Remote,90PS@4200rpm,230Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2469,185/60R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",280,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,All Rows,1620,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,Yes,Yes,Yes,No,Manual Adjustment,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1
Volkswagen,Polo,Gt Tsi,976000,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1469,3971,1682,Hatchback,5,17 km/litre,17 km/litre,17.21 km/litre,7,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Analog,2,5,Fabric,Automatic,2469,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",280,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,All Rows,1580,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,1
Volkswagen,Polo,Gt Tdi,988500,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1469,3971,1682,Hatchback,5,19 km/litre,19 km/litre,19.91 km/litre,5,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,Remote,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2469,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",250,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,All Rows,1620,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,Yes,No,Manual Adjustment,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,1
Ford,Freestyle,1.5L Tdci Titanium,790900,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1570,3954,1737,Hatchback,5,12 km/litre,23 km/litre,24.4 km/litre,5,190 mm,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Semi-independent twist beam with twin gas and oil filled shock absorbers,175/65R14,175/65R14,Electric Power,All Windows,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,257,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,No,Yes,No,No,No,No,No,Yes,No,1
Ford,Freestyle,1.5L Tdci Titanium Plus,836400,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40,Diesel,1570,3954,1737,Hatchback,5,12 km/litre,23 km/litre,24.4 km/litre,5,190 mm,Ventilated Disc,Drum,Independent MCPherson Strut with coil springs & anti-roll bar,"Semi Independent, Twist Beam with coil Spring and Shock Absorber",175/65R14,175/65R14,Electric Power,All Windows,Yes,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",257,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,No,6,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,1
Ford,Freestyle,1.2L Ti-Vct Titanium,721400,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Hatchback,5,12 km/litre,23 km/litre,19 km/litre,5,190 mm,Ventilated Disc,Drum,Independent McPherson,Semi-Independent; Twist beam with dual path strut,185/60R15,185/60R15,Electric Power,All Windows,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490,185/60R15,Yes,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 100,000 Kms (whichever comes first)",Yes,Internal,257,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,1
Ford,Freestyle,1.2L Ti-Vct Titanium Plus,756400,1194,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1570,3954,1737,Hatchback,5,12 km/litre,23 km/litre,19 km/litre,5,190 mm,Ventilated Disc,Drum,Independent McPherson,Semi-Independent; Twist beam with dual path strut,185/60R15,185/60R15,Electric Power,All Windows,Yes,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490,185/60R15,Yes,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 100,000 Kms (whichever comes first)",Yes,"Internal, With Remote",257,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,No,6,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,1
Toyota,Platinum Etios,G,627100,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,"13,6 km/litre",16.3 km/litre,16.78 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/70R15,175/70R15,Electric Power,All Windows,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550,175/70R15,No,Yes,Not on offer,Yes,No,3 years /100000 Kms (years/distance whichever comes first),No,Internal,592,No,Yes,Yes,Digital,Front,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1285,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,No,No,No,No,No,Manual Adjustment,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1
Toyota,Platinum Etios,V,718600,1496,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,4369,1695,Sedan,4,"13,6 km/litre",16.7 km/litre,16.78 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550,185/60R15,No,Yes,CD Player with USB & Aux-in,Yes,No,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592,Yes,Yes,Yes,Digital,Front,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1285,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1
Toyota,Platinum Etios,Gd,734700,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,4369,1695,Sedan,4,20.32 km/litre,23.59 km/litre,23.59 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/70R15,175/70R15,Electric Power,All Windows,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550,175/70R15,No,Yes,Not on offer,Yes,No,3 years /100000 Kms (years/distance whichever comes first),No,Internal,592,No,Yes,Yes,Digital,Front,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Front Row,1650,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,No,No,No,No,No,Manual Adjustment,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,1
